🎦程响MV,#genre#

酷狗Mv-吴若希
吴若希 - 越难越爱,https://cfss.cc/api/kg/DB90A6ACD56C16C00D3D9CB5C168A969.mp4
爱在弹指间 - 【使徒行者MV】【 爆钉】越难越爱 佘诗曼林峰,https://cfss.cc/api/kg/A9F35799F6A8D11459BB2FB2D973AA4D.mp4
吴若希 - 越难越爱 - 国语版,https://cfss.cc/api/kg/BC3105283C15F77BEB400913F85D7069.mp4
吴若希 - 越难越爱 - 《使徒行者3》电视剧主题曲国语版,https://cfss.cc/api/kg/D3C12BC71F29DEB09143FF305114B162.mp4
吴若希 - 每段爱还是错 - 电视剧《多功能老婆》插曲,https://cfss.cc/api/kg/46D0944CE75C33FE30CE84C4457D96ED.mp4
吴若希 - 错过了,https://cfss.cc/api/kg/8515EAF093D5CE095857061ABD9AAF85.mp4
吴若希 - 我懂了,https://cfss.cc/api/kg/C6BCAFFC489EDEB98212C9672ACD832F.mp4
晨依洛儿 - 吴若希：《越难越爱》（2014 《劲歌金曲》141221）,https://cfss.cc/api/kg/5552EACC8910DF1BCC0D5745FA28854B.mp4
吴若希 - 越难越爱 - 新城劲爆颁奖礼2014,https://cfss.cc/api/kg/21EBA82BE8D1ADA1F2E0D8257E015541.mp4
吴若希 - Can't Let You Go,https://cfss.cc/api/kg/42CBCA9F90B09E3C229EE3F00690D62B.mp4

酷狗Mv-玄冥二老
音符伴你入睡 - 这首电音唢呐《包青天》嗨翻国外电音节！《白龙马》都弱爆了！,https://cfss.cc/api/kg/40862FE66365BE00032CA31A79B1A1E0.mp4
电影movie - DJ版《漂洋过海来看你》，遇上玄冥二老等各大抖主，抖起来,https://cfss.cc/api/kg/D2F89C8204E293CD2CD3271D6F220504.mp4
自由快递人 - 玄冥二老,https://cfss.cc/api/kg/2860CA60DD4779B39F68C1246139EC68.mp4
豆豆果 - 玄冥二老《倒车摇》DJ版,https://cfss.cc/api/kg/12C7090EBB089D1010A92FFFAAEE9204.mp4
歐式靓妞 - 当唢呐《开封有个包青天》遇上玄冥二老后，包拯都要蹦迪了,https://cfss.cc/api/kg/40962E7321220FD1CD3E548D4532B493.mp4
豆豆果 - 玄冥二老《Who The Hell Vina》(越南鼓)饭制版,https://cfss.cc/api/kg/E6988AEB1CEF0F188C5D5D959B45F727.mp4
六六 - 玄冥二老：再来中国算我输,https://cfss.cc/api/kg/F1EA36CC72101CCE3D1E58369907B389.mp4
伪装败给了场寂寞 - 玄冥二老,https://cfss.cc/api/kg/24D0E9F94A921E4DEE98E84B1007EAE5.mp4
我真讨厌窝囊废的自己 - 玄冥二老,https://cfss.cc/api/kg/E78A017916CB58AF4DEA3A7257F4F8B6.mp4
我真讨厌窝囊废的自己 - 玄冥二老,https://cfss.cc/api/kg/FECAD1E6AEAE9A389EEA050AA22312A0.mp4

酷狗Mv-谌宥
谌宥 - 活该 - 现场版,https://cfss.cc/api/kg/B840A821E1DCDEDFF4DBC0ABC4CB48B6.mp4
谌宥 - 一生无歇 - 伴奏版,https://cfss.cc/api/kg/2B3E06650D06A5BC2EC4B62F36215341.mp4
谌宥 - 活该 - DJ武圣雄版,https://cfss.cc/api/kg/5A79A8D389F17B92EF07B99C31BAE7F7.mp4
机智大夫 - 谌宥-《愿你被这个世界温柔以待》很温柔的歌曲,https://cfss.cc/api/kg/23A0BF210F5A9E8E707FF3A018602962.mp4
谌宥 - 怎么做怎么过怎么活 - 伴奏版,https://cfss.cc/api/kg/63223D4D04E3F8900E921F0DFE542C17.mp4
谌宥 - 活该 - 伴奏版,https://cfss.cc/api/kg/EB4895BA01F7A7612A5584C0EAABCD82.mp4
明天怎么穿 - 谌宥《一步之遥》： 最远的距离不是分开，而是我已不在你心里,https://cfss.cc/api/kg/80733157449D50872D4098FAE94F9BC0.mp4
谌宥 - 一生无歇 - 抒情版)(现场版,https://cfss.cc/api/kg/6931650613AE3DC78354E8CC4E66A08A.mp4
无穷小亮 - #谌宥 如果你能知道我在想你，那该多好.. #再也不见至死怀念,https://cfss.cc/api/kg/D43E70D0FF024ED227A0005F156B97E6.mp4
陛下开饭了 - #谌宥 分开后，你的习惯也成了我的习惯。#烂熟于心 #伤感音乐,https://cfss.cc/api/kg/B15DD92481B2EF77DB995FEF079A850A.mp4

酷狗Mv-蔡秋凤
蔡秋凤 - 金包银 - KTV版,https://cfss.cc/api/kg/F0562498206A2AD4B5A6F9E5A23DC4D4.mp4
蔡秋凤、翁立友 - 相信我,https://cfss.cc/api/kg/028370E958CC809FF41BB4A1E404D254.mp4
蔡秋凤 - 进退两难 - KTV版,https://cfss.cc/api/kg/D0417C4FA028F7F66A336B54CC031884.mp4
陈淑萍、甲子慧、蔡秋凤 - 金包银 黄金夜总会 现场版,https://cfss.cc/api/kg/D3C15127174AB4C3CC1F0B4F13F4A203.mp4
蔡秋凤、吴俊宏 - 终点站,https://cfss.cc/api/kg/BBDB356C71C2F1F85950F1FAC4538B0B.mp4
蔡秋凤 - 金包银 - KTV版,https://cfss.cc/api/kg/6E435E1B950A76B9B3B5BD6D20639D7F.mp4
蔡秋凤 - 酒落喉 - KTV版,https://cfss.cc/api/kg/D602F2F96A00F4A34B2ADE34EA650EE8.mp4
蔡秋凤 - 烂田准路,https://cfss.cc/api/kg/99A20E7E8E1E388FFACEBD2315CD8A9F.mp4
蔡秋凤 - 一步一脚印 - 伴奏版,https://cfss.cc/api/kg/41FF47DB345A42D4291F7FDB8B24C01C.mp4
蔡秋凤 - 算命 - 伴奏版,https://cfss.cc/api/kg/6ABB332484B916C2367437D46C02A7E0.mp4

酷狗Mv-张悬
张悬 - 宝贝,https://cfss.cc/api/kg/E2ECDD6A98ADE8BB7EDF94215F37B274.mp4
张悬 - 喜歡,https://cfss.cc/api/kg/207BA18849E84F64BB271C952382AE39.mp4
贴吧娘 - 张悬&朴树一同演唱苏打绿《你在烦恼什么》，唱出了洒脱超然的感觉有没有！朴树的现场真的每场都不一样……,https://cfss.cc/api/kg/68E7A0D4DB8B429EF736E30ED458FE8B.mp4
张悬 - 儿歌,https://cfss.cc/api/kg/6D4EA57CB93A88514310FE68CEF90331.mp4
张悬 - 喜欢,https://cfss.cc/api/kg/B2B6B51E4E06E6BBAE58E1E4AD51DE45.mp4
张悬 - 喜欢,https://cfss.cc/api/kg/C6B7DA187B067701B69C3B510B0458E4.mp4
吴青峰、张悬、张钧甯 - 无与伦比的美丽 - 康熙来了12/08/08,https://cfss.cc/api/kg/807589353D702934BD9735A3BF595623.mp4
张悬 - 宝贝 - 伴奏版,https://cfss.cc/api/kg/44ED31E7154B55CAA0832FA413FF933B.mp4
张悬 - 南国的孩子,https://cfss.cc/api/kg/E156B4CA2447C0545BE56CB8DA60A931.mp4
张悬 - 儿歌 电影版本 热闹农家乐,https://cfss.cc/api/kg/584A2C91F47311B2EC18ED2B6205B40C.mp4

酷狗Mv-江语晨
江语晨 - 最后一页,https://cfss.cc/api/kg/A9C9FFFABB0CB8C58F878B42840328AA.mp4
江语晨 - 我的主题曲,https://cfss.cc/api/kg/8884ED6F98F29BD2509805072825B59F.mp4
江语晨 - 最后一页,https://cfss.cc/api/kg/57AAC0A3A7E6DC7BC13E73B4C0344480.mp4
江语晨 - 浪漫爱,https://cfss.cc/api/kg/E4D8164C0536D332E380229CAF12691F.mp4
江语晨 - 喜欢一个人的心情,https://cfss.cc/api/kg/0A811F5BD226740CA3FFECF6B175D4AF.mp4
江语晨 - 熊猫,https://cfss.cc/api/kg/9C707F4CE271851308C858B79CE321FB.mp4
江语晨 - 樱花开了,https://cfss.cc/api/kg/6D4A101472F326C7C82CC98A2928246B.mp4
周杰伦、江语晨 - 优乐美奶茶 江语晨心语篇,https://cfss.cc/api/kg/DE3DAF2F7133861DA3863FD2620A22F2.mp4
江语晨 - 晴天娃娃 - 《不能说的秘密》电影插曲,https://cfss.cc/api/kg/274FDF29BB1BF060612C36951E7D0C7F.mp4
江语晨 - 最后一页 台中恋习签唱会翻拍版 10/09/25,https://cfss.cc/api/kg/3A45C9F310C2DEA9AB867784B0ABAC9E.mp4

酷狗Mv-小奶瓶
小奶瓶 - 节奏强释放荷尔蒙 - 伴奏版,https://cfss.cc/api/kg/D77CB1B2848CF6F33129464850326EE5.mp4
小奶瓶 - 能叫我一声靓仔吗 - 伴奏版,https://cfss.cc/api/kg/F6B776D14BAC57CC2182467D8713AFC9.mp4
小奶瓶 - 这曲儿属实狠霸气耶 - 伴奏版,https://cfss.cc/api/kg/CE55F06039DD83A66980647C7DC51AC7.mp4
小奶瓶 - 这会儿都让你们上头了吧 - 伴奏版,https://cfss.cc/api/kg/248A9704BD19ED8603504249006E01DF.mp4
小奶瓶 - 嗨到天荒地老没毛病 - 伴奏版,https://cfss.cc/api/kg/D5872EE5BC030C33C5C5E8F045089476.mp4
小奶瓶 - 好曲不断会欣赏的都秒下了 - 伴奏版,https://cfss.cc/api/kg/FE0829B63E2B9B46BC8B60B8A3F4D00E.mp4
小奶瓶 - 我上头啦你们随意 - 伴奏版,https://cfss.cc/api/kg/5DE77DB3A7F3DBC93968A7E6C4B4F822.mp4
小奶瓶 - 撩人火花1秒爱上了 - 伴奏版,https://cfss.cc/api/kg/FC8D18645C7C789492A9B00006ABB106.mp4
小奶瓶 - 辣么好听没理由不喜欢 - 伴奏版,https://cfss.cc/api/kg/B3B5239897D2BD7952E7D403B642DE80.mp4
小奶瓶 - 上头必备欢快曲儿 - 伴奏版,https://cfss.cc/api/kg/AC3AC90AFB43011D820FA39F932107ED.mp4

酷狗Mv-彭宇昕chloe
爱豆圈 - 彭宇昕Chloe《爱立刻有 (I like you)》饭制版,https://cfss.cc/api/kg/03AEC5B08318972922C4D379DE30CC32.mp4
彭宇昕Chloe - 8 HOURS (八小时时差英文版),https://cfss.cc/api/kg/29EEEA965DC10F92A3BD3665E4229E27.mp4
彭宇昕Chloe - 爱立刻有(I like you) - 伴奏版,https://cfss.cc/api/kg/D904C094154766D25B9583B616D2925E.mp4
彭宇昕Chloe - 满分距离 - 歌词版,https://cfss.cc/api/kg/0CD19B59B8C4AA1089205FA00E117090.mp4
彭宇昕Chloe - 星星永远发着光 - 伴奏版,https://cfss.cc/api/kg/0121B11079263AF8997AEE5DD1780D21.mp4
彭宇昕Chloe - 即刻为止 - 歌词版,https://cfss.cc/api/kg/F0F420FC7D4C0349D88F2FE23E95B590.mp4
爱豆圈 - 彭宇昕Chloe《做你的月亮》歌词版,https://cfss.cc/api/kg/F3E997932E17A9CD3C74E4A58BFC0DCE.mp4
彭宇昕Chloe - 阴天快乐 - 伴奏版,https://cfss.cc/api/kg/BD2DE050EF6C6DC1CE907003DD0473C2.mp4
音乐老友 - 彭宇昕Chloe《星星永远发着光》饭制MV，我也会在你身旁！,https://cfss.cc/api/kg/D4298ACC37E8006778AD55DEFB6FCC67.mp4
Al木木林 - 彭宇昕Chloe《阴天快乐》女声版，想念你都那么久那么久了,https://cfss.cc/api/kg/9107C938FB0159E67DD61FCA11E87CBC.mp4

酷狗Mv-刘云喆
豆豆果 - 刘云喆《秋殇别恋 (男生版)》饭制版,https://cfss.cc/api/kg/0F517D0D34FA1F6B7E9A73AE36D78F4E.mp4
划一舟_意中人音乐 - 刘云喆的《爱你至死不渝》完整版，韩国歌曲，熟悉的旋律满满的回忆杀,https://cfss.cc/api/kg/F5FF363C324ECC7EFE90BAF37AA33E4B.mp4

酷狗Mv-杨乃文
杨乃文 - 推开世界的门,https://cfss.cc/api/kg/61CF5EF0EF80093EC08A0D30FB33ED20.mp4
汪苏泷、容祖儿、房东的猫、刘逸云 Amber Liu、陈婧霏、杨乃文、孟慧圆、阿肆、欧阳娜娜、薛凯琪、徐佳莹 - 联名 - 纪录片,https://cfss.cc/api/kg/DBDF9061C8DFD19CF368CA58F66C4347.mp4
杨乃文 - 推开世界的门 - 2017hito流行音乐奖现场,https://cfss.cc/api/kg/173A19AAF4A5E2B060FBAC7D1DC80EA6.mp4
大张伟、杨乃文 - 静止 - 2016蒙面唱将猜猜猜第一季第十一期现场,https://cfss.cc/api/kg/2BFD1787AF54AE4B23BDD7F19888AFDB.mp4
杨乃文 - 推开世界的门 - 伴奏版,https://cfss.cc/api/kg/A9A580C36D24755210415051EAB5E4C2.mp4
杨乃文 - 推开世界的门 - 2017第21届华语榜中榜暨亚洲影响力大典现场,https://cfss.cc/api/kg/35F71F615A013DCFB9E576119284C2FA.mp4
杨乃文、彭佳慧 - 野百合也有春天 - 2016蒙面唱将猜猜猜第一季第九期现场,https://cfss.cc/api/kg/E4AEFCD59760CD5200AF1CC77A8D72F5.mp4
凤凰花 - 汪苏泷新专辑《联名》，词曲全包揽，自己却一首也没唱,https://cfss.cc/api/kg/4A575CD4F494D6344FE6E77157F22077.mp4
杨乃文、伍佰 - 一个人 - 现场版,https://cfss.cc/api/kg/90D8CF88D27A0878B0AD1EC4ED9FCD01.mp4
hush!、光良、艾怡良、MATZKA乐团、陶晶莹、魏如萱、柯智棠、HUSH、杨乃文、彭佳慧、万芳、黄韵玲、江美琪、纪晓君、戴爱玲、郭蘅祈、陈建骐、萧煌奇、李英宏 aka DJ Didilong、李寿全、桑布伊、A-Lin、徐佳莹、黄子佼、伍思凯、马玉芬 - 现在开始做朋友 - 第二届「爱之日常音乐节」主题曲,https://cfss.cc/api/kg/25C69EAA215C2B6C9EC001FC09BB55C6.mp4

酷狗Mv-王冰洋
王冰洋 - 飞舞,https://cfss.cc/api/kg/FE37371324E1EC09F1197968B86D8D03.mp4
王冰洋 - 飞舞 - KTV版,https://cfss.cc/api/kg/43A6A42C002CA424A874D5230399D49A.mp4
信乐团、王冰洋 - 飞舞,https://cfss.cc/api/kg/16C4EEC6265BB9909E0718F3B7F7819E.mp4
王冰洋 - 飞舞 - 飞舞,https://cfss.cc/api/kg/0BECA0F1FC526515D6A4C02C52A4597F.mp4
王冰洋 - 你怎么舍得我难过,https://cfss.cc/api/kg/F5B965E2211A90E858976883A9244934.mp4
王冰洋 - 确定一定以及肯定,https://cfss.cc/api/kg/C9AF7E8D437726260B73006D7EE76E69.mp4
王冰洋 - 冰凌花 - 伴奏版,https://cfss.cc/api/kg/E2CBB7D9A31BE6336719715C8E93EE36.mp4
王冰洋 - 飞舞 - 伴奏版,https://cfss.cc/api/kg/DE38C489AA1442963D8F3AFF20C61F40.mp4
王冰洋 - 幸福了吗,https://cfss.cc/api/kg/CC9B20DDE425D9D31AA8CBDB25BB43F9.mp4
王冰洋 - 冰凌花,https://cfss.cc/api/kg/54FF1C3BC4099826758A95E8567D2E44.mp4

酷狗Mv-郭欢
郭欢 - 我是一条小河,https://cfss.cc/api/kg/BC03AB0DC6FF6CDF8E8DE9504F15E0FE.mp4
郭欢 - 我是一条小河 - 伴奏版,https://cfss.cc/api/kg/5F243506F417AB86FF79EEF80CC2FA00.mp4
郭欢 - 我爱你不是因为你爱我 - 伴奏版,https://cfss.cc/api/kg/59FBDA216922B3CD7BF6B63DF6F5B32D.mp4
郭欢、冷漠 - 我爱你不是因为你爱我 - KTV版,https://cfss.cc/api/kg/5FF1FC3F2672C61D8D50EE51129C6EF9.mp4
郭欢、汤非 - 我是一条小河,https://cfss.cc/api/kg/0EBF57ECCD0F56B1105BC027DC5FD4F0.mp4
郭欢、李青 - 老同学,https://cfss.cc/api/kg/A79BC5B00AF840651A5C334E5AA18BC0.mp4
郭欢 - 我爱你不是因为你爱我 - 伴奏版,https://cfss.cc/api/kg/91DF1C77462D3226B5F8F4382120CD76.mp4
郭欢、冷漠 - 我爱你不是因为你爱我 - KTV版,https://cfss.cc/api/kg/2A7290905FB67A7792F97A5A1987B8DB.mp4
郭欢、冷漠 - 我爱你不是因为你爱我 - KTV版,https://cfss.cc/api/kg/487B4C27D5487804EF24F9C65458DB49.mp4
郭欢 - 爱到深处你却不在 - 伴奏版,https://cfss.cc/api/kg/D7DDDF8DC8858BE7A489B7EB4AB92FC8.mp4

酷狗Mv-郭兰英
郭兰英、中国歌剧舞剧院合唱队 - 我的祖国 - 《上甘岭》电影插曲,https://cfss.cc/api/kg/FD8246DFC8B433795113F48A0ABD6AA6.mp4
郭兰英、中国歌剧舞剧院合唱队 - 我的祖国,https://cfss.cc/api/kg/AF667F3232F474FEE20639CA38A6D115.mp4
郭兰英 - 人说山西好风光,https://cfss.cc/api/kg/5268EF4EA9E160C5883CB40D4A13AAF7.mp4
郭兰英 - 绣金匾,https://cfss.cc/api/kg/4DF9D4D344DD81AB86C0364979E87E59.mp4
公主菲菲 - 【震撼！“国家队”演奏交响乐版《我的祖国》】“一条大河波浪宽，风吹稻花香两岸”,https://cfss.cc/api/kg/BA0B1806892FF81A59C17621E5E7044C.mp4
郭兰英 - 南泥湾,https://cfss.cc/api/kg/B45AD423D05F2A7A641F5A1DD8F72616.mp4
郭兰英 - 人说山西好风光 - 伴奏版,https://cfss.cc/api/kg/FB7FBC66812BD11B6BAA55E4A4C634C4.mp4
郭兰英 - 我的祖国 - 伴奏版,https://cfss.cc/api/kg/832BBC2BB298B81BADB6CD6816CEB51B.mp4
郭兰英 - 北风吹扎红头绳 - 伴奏版,https://cfss.cc/api/kg/53C852DFEF1227EE44182B10365FA269.mp4
郭兰英 - 绣金匾,https://cfss.cc/api/kg/B28C86938012DA721EEA6BC245439990.mp4

酷狗Mv-蔡淳佳
蔡淳佳 - 依恋 - KTV版,https://cfss.cc/api/kg/0AC678887159BA043EF95043131D6673.mp4
蔡淳佳 - 陪我看日出 - KTV版,https://cfss.cc/api/kg/E88F97EA27557A95B307E9697F891272.mp4
蔡淳佳 - 依恋 - 伴奏版,https://cfss.cc/api/kg/CA39EB31B34B332C2FDD00080FE7981A.mp4
蔡淳佳 - 有一天我会,https://cfss.cc/api/kg/9AA463925327CFBD99C629D932DE5A2B.mp4
蔡淳佳 - 陪我看日出 - 伴奏版,https://cfss.cc/api/kg/A0A4D9C08FDF04AC8675E238D3E7BE44.mp4
蔡淳佳、金海心 - 女人们的咖啡 歌迷会版,https://cfss.cc/api/kg/057088D1C4A66B2B4E3B49A2596ECC01.mp4
蔡淳佳 - 他和她,https://cfss.cc/api/kg/682D873A69410A5D3F6E94BBEA92150D.mp4
蔡淳佳 - 隐形纪念,https://cfss.cc/api/kg/CEE7A1E5FC51A9741060B17C6CDC37F7.mp4
蔡淳佳 - 回到最初 - KTV版,https://cfss.cc/api/kg/DD734E784702993467BE71CA672AD19B.mp4
蔡淳佳 - 晴空万里,https://cfss.cc/api/kg/26452B137A6EB7583717A70546404E88.mp4

酷狗Mv-刘芳
周洁琼、刘芳、哈妮克孜、骆文博 - 飞乐丝路 - 2019湖南卫视春节联欢晚会,https://cfss.cc/api/kg/09D32F908EDE601397D65A20D23ED22A.mp4
刘芳 - 东风破 - 伴奏版,https://cfss.cc/api/kg/C98F797A33C7B48691863D3C30A49255.mp4
刘芳 - 朋友别哭 - KTV版,https://cfss.cc/api/kg/1072D4BF44B3362250FBD8CF2209EA6D.mp4
刘芳 - 醉清风,https://cfss.cc/api/kg/6C4FBAE2B1C305060EB77D6CED80484B.mp4
刘芳 - 擦干你的泪水,https://cfss.cc/api/kg/F6715F11DDCBCA46344C13F78752C74D.mp4
刘芳 - 漂洋过海来看你 - 伴奏版,https://cfss.cc/api/kg/9FFFAC38F162AEF39A6DA3B45A665A05.mp4
刘芳 - 初吻 - 伴奏版,https://cfss.cc/api/kg/BEB83078F51902D944AA6183A3638729.mp4
刘芳 - 白发亲娘,https://cfss.cc/api/kg/C191FA067042303AAE3C06F81A668D9E.mp4
刘芳 - 我是不是该安静地走开 - KTV版,https://cfss.cc/api/kg/30B5ACE9F74477B094999B0D805EDAC9.mp4
刘芳 - 风中的承诺,https://cfss.cc/api/kg/4C6BADC4587E71D07DA14C22DAD38A42.mp4

酷狗Mv-小雨点
音乐小天才 - 小金铭的一首《小雨点》太好听，金铭小时候真是太漂亮了，回忆,https://cfss.cc/api/kg/0306A46F9BF4918F7C1DAF3D92F75E65.mp4
小雨点、DJ默涵 - 等天明等失忆 - 伴奏版,https://cfss.cc/api/kg/7EC30E0C8F489A3504E642B07D318E64.mp4
小雨点 - 眼泪和孤独 - 伴奏版,https://cfss.cc/api/kg/A26D0C11C08F2FF9D70FF4B2D6679159.mp4
小雨点 - 眼泪和孤独 - 新歌预告版,https://cfss.cc/api/kg/819F01E2AFBFC4A531737125E2866BF4.mp4
儿歌 - 小雨点 - 伴奏版,https://cfss.cc/api/kg/D8F40C94EF2A45CD172081DE89ACF3E9.mp4
果宝儿歌 - 小雨点,https://cfss.cc/api/kg/0CC29A1F6308392ADB1F39E1465DF300.mp4
风中的阳光 - 刘潇《小雨点》听她说要等到晴天，那个人一定会出现,https://cfss.cc/api/kg/FB9426F0A7E3CE0E9CFA82BDA163E176.mp4
小雨点 - 眼泪和孤独 - 伴奏版,https://cfss.cc/api/kg/9BD35D1F2D5E836735F9E30594875F81.mp4
原创歌手王乃金 - 小雨点,https://cfss.cc/api/kg/A246956C0260BE5674508255D96581C1.mp4
小蓓蕾组合 - 小雨点(新唱) - 伴奏版,https://cfss.cc/api/kg/6BD79092E2494D3E1D1699D6CBBEC476.mp4

酷狗Mv-谭明
谭明 - 今生我在修佛缘,https://cfss.cc/api/kg/0CA7E398ACDF0C45EA197C33CF64006C.mp4
谭明 - 今生我在修佛缘 - 伴奏版,https://cfss.cc/api/kg/FE050E84F074C9A6C3B9549DBBB69795.mp4
谭明 - 朝圣,https://cfss.cc/api/kg/2B27B5A25A28D051DBE7CCC68FAB6A86.mp4
谭明 - 七律长征,https://cfss.cc/api/kg/907BB3126CD8146F4DB1852A9324623B.mp4
谭明 - 水中的月亮,https://cfss.cc/api/kg/71489E23B20034CAA2DE1818C85AF449.mp4
谭明 - 师爱如光,https://cfss.cc/api/kg/238F18DC209C017F304894655D810A32.mp4
谭明 - 朝圣 - 伴奏版,https://cfss.cc/api/kg/C791A5E45A73A69B57184A7232E1AC97.mp4
谭明 - 故乡的香 - 伴奏版,https://cfss.cc/api/kg/3645C7D73A6720787C6D16120FA8025F.mp4
谭明 - 秋问 - 伴奏版,https://cfss.cc/api/kg/FC9B05A4134D7DF678864677EFC93023.mp4
谭明 - 水中的月亮 - 伴奏版,https://cfss.cc/api/kg/15BECB2D1206B413B1A875949A4F67FD.mp4

酷狗Mv-黎姿
黎姿 - 因你真正活过 - KTV版,https://cfss.cc/api/kg/CBE2EF333FD60131A546B492B6460EB6.mp4
嚣张的雨 - 《甘心替代你》郑伊健(2017围炉音乐会第三十期现场)_高清,https://cfss.cc/api/kg/E6F79E2524E3470B1BC8B873A4BA2A4F.mp4
恨无情 - 新楚留香传主题曲《花太香》，任贤齐唱出了江湖味，经典好听,https://cfss.cc/api/kg/FF0281298EBCE69A87D63444D9506135.mp4
刘德华、林子祥、吕方、马浚伟、吴奇隆、张卫健、钟镇涛、黎姿 - 一生何求,https://cfss.cc/api/kg/F61D98D2006BE22DA25CB2750271A190.mp4
名字别太长 - 4K AI修复全网最佳画质 倚天屠龙记之魔教教主 1993 The.Kung.Fu.Cult.Master 精彩片段 P3 围攻光明顶,https://cfss.cc/api/kg/EEE07BE800F8BB1FF0BED193CDC82C47.mp4
黎姿 - 因你真正活过 - 伴奏版,https://cfss.cc/api/kg/EC495910D3C6247A3F97450BC69D4264.mp4
左傲雪大左超可爱 - 《黎姿》女神盛世美颜唯美瞬间-因你真正活过,https://cfss.cc/api/kg/CD437E3B92EF21FCC8D8ECF590EA95B3.mp4
王杰消息中心 - 劲歌金曲2000王杰和黎姿同台合作，帅呆了,https://cfss.cc/api/kg/CCE02966BB6A550F7C8C9CB7483DAA5F.mp4
银河天瑶 - 【倚天屠龙记(吴启华黎姿版)】 主题曲 风起云涌 完整版,https://cfss.cc/api/kg/5C1CF63ADE94E210AEEA9DAAD9252AAD.mp4
中音乐意相伴 - 周星驰十大经典角色《赌圣》一步登天成星爷《喜剧之王》成经典,https://cfss.cc/api/kg/4533A2316FE0076F21CF8A3102CCFCF9.mp4

酷狗Mv-高鱼
艾辰、Aki阿杰、阿俊、嗷呜一口仙贝、傲寒同学、白色、白止、别词、曾昶皓、凑诗、大C、大门E、呆阿拿、重庆狼队.Fly彭云飞、凤九、Gemini、高鱼、根小八、光天翌、龟娘、寂、广州TTG·九尾、成都AG超玩会·久诚、南京Hero久竞·久哲、Joysaaaa、HITA、卡修Rui、K.D、Kis、kpl王者荣耀灵儿、李蚊香、李向哲、裂天、LKer林柯、麓七、伦桑、NL不分、梦伴、陌秋离、木下结草、倪浩毅、倪莫问、排骨教主、皮克桃、奇然、山新、沈谧仁、是巨龙啊、刷牙、南京Hero久竞·无畏、西彬 - 以光之名 - 王者荣耀2022年度共创曲,https://cfss.cc/api/kg/297B220FF6F7015BE5C3CC2BA3078C20.mp4
高鱼 - 过活 - 伴奏版,https://cfss.cc/api/kg/C7AB97E3646DB23FABF8F5B1990B2CAA.mp4
高鱼 - 纪念 - 伴奏版,https://cfss.cc/api/kg/295446DBDBA9D3752F71F30E2591D557.mp4
高鱼 - 过活 - 现场版,https://cfss.cc/api/kg/7CE63A6E9298305CD9A777AB6748D281.mp4
高鱼 - 自始无终 - 伴奏版,https://cfss.cc/api/kg/3C5918012A63CB3CAF572EC4C90D921D.mp4
高鱼 - 天下(Cover：张杰) - 伴奏版,https://cfss.cc/api/kg/799A93D02FA7760ABAF38409D57E475D.mp4
路客文化 - 想做个智者 可感情难预测 不然怎么会孤身一个.#新歌上线,https://cfss.cc/api/kg/1E09E0FA6939B128DC50EA6A43EA8FA7.mp4
高鱼 - 赏赐 - 现场版,https://cfss.cc/api/kg/F147E748D5564688F588A813EB93CC32.mp4
高鱼 - 用情 - 现场版,https://cfss.cc/api/kg/C5D91D1EC8EFA0170B865524C87DCABD.mp4
高鱼 - 什么样的爱情 - 现场版,https://cfss.cc/api/kg/938708EC21FFC0D240C174D27FDF9FD9.mp4

酷狗Mv-张可儿
张可儿 - 真心换真情,https://cfss.cc/api/kg/94D6E7D78BBCA58557F58B85DAAD365D.mp4
张可儿 - 李子花开,https://cfss.cc/api/kg/A9D2CC08F65341B5F34E502BB1F41D70.mp4
张可儿 - 李子花开 - 伴奏版,https://cfss.cc/api/kg/37ED7680CC0F6B006DAE56837A1C8FBE.mp4
张可儿 - 真心换真情 - 伴奏版,https://cfss.cc/api/kg/70EE476B53F017298479A5287A161E3A.mp4
有鹏自媛方 - 张可儿《藏爱阁》,https://cfss.cc/api/kg/A8BC5C7629A4845C56BFBAD88390CD6C.mp4
张可儿 - 请你让我走进你眼里 - 伴奏版,https://cfss.cc/api/kg/0B2A6DF66A0B8E0ED413E6CA2EEC21A1.mp4
张可儿 - 边疆的泉水清又纯 - 伴奏版,https://cfss.cc/api/kg/197DD409C8A5FF9E47BF40FD28B805BF.mp4
张可儿 - 真心换真情,https://cfss.cc/api/kg/E3C40C7197F8B3D0713FEDBE5FDF3CCC.mp4
张可儿 - 爱情伤悲,https://cfss.cc/api/kg/FE21900A0A467809A7F688E3A29030DB.mp4
张可儿 - 寂寞的双手,https://cfss.cc/api/kg/EAFBCDBF6183F53545113DF61E7ADB1A.mp4

酷狗Mv-林姗姗
林姗姗 - 连锁反应 - KTV版,https://cfss.cc/api/kg/447CA8E251CEA5E043CF006CC9F3FB19.mp4
关正杰、谭咏麟、林子祥、张学友、甄妮、王雅文、林姗姗、周启生、叶振棠、陈美玲、蔡枫华 - 和平之歌 - 现场版,https://cfss.cc/api/kg/6E52F276308C8FD5FBF9D8C72BD80A66.mp4
林姗姗 - 日夕回味,https://cfss.cc/api/kg/DF7B666EB5193FBBBE1389FC3B4A3266.mp4
林姗姗 - 连锁反应 - 伴奏版,https://cfss.cc/api/kg/E054CA70F568E90E8BE53BB1769D3DD7.mp4
